salario,gasto_mensal,genero,filhos,escolaridade,imovel,empreendedor,perfil
1166,1057,m,5,Fundamental Incompleto,Não,SIM,Não Investidor
17799,5701,m,2,Superior Completo,Não,Não,Agressivo
6283,4322,f,2,Superior Incompleto,SIM,Não,Conservador
2213,1741,f,4,Médio Completo,SIM,Não,Não Investidor
9980,7437,n,2,Superior Completo,SIM,Não,Moderado
1817,1471,f,4,Fundamental Completo,Não,Não,Não Investidor
24940,7809,m,3,Pós graduado,SIM,Não,Agressivo
7816,7335,n,4,Médio Completo,Não,Não,Conservador
14045,9842,n,2,Superior Completo,SIM,SIM,Moderado
3800,2881,m,4,Superior Incompleto,Não,SIM,Não Investidor
5787,2896,f,3,Pós graduado,SIM,SIM,Conservador
2880,2170,m,4,Superior Completo,SIM,Não,Conservador
3787,1852,m,3,Fundamental Completo,SIM,Não,Não Investidor
3120,1804,f,5,Superior Incompleto,Não,Não,Não Investidor
1953,1193,m,3,Médio Completo,Não,Não,Não Investidor
2927,2695,f,5,Fundamental Incompleto,Não,Não,Não Investidor
7837,4724,n,5,Superior Completo,SIM,SIM,Conservador
2040,1132,n,5,Pós graduado,SIM,SIM,Conservador
15855,5672,f,2,Superior Completo,Não,Não,Agressivo
1135,980,f,3,Pós graduado,SIM,Não,Conservador
13258,11352,f,1,Superior Incompleto,SIM,Não,Moderado
18891,7583,m,1,Pós graduado,Não,SIM,Agressivo
20642,6526,m,2,Superior Completo,SIM,Não,Agressivo
4326,3139,f,5,Médio Incompleto,SIM,Não,Não Investidor
8698,5869,m,5,Pós graduado,Não,SIM,Conservador
2713,1780,n,4,Fundamental Incompleto,SIM,SIM,Não Investidor
8723,5006,m,2,Superior Incompleto,SIM,SIM,Moderado
7131,3391,f,2,Superior Incompleto,Não,Não,Conservador
24839,7462,f,3,Pós graduado,SIM,SIM,Agressivo
14415,8462,f,1,Superior Incompleto,Não,SIM,Moderado
3090,1637,f,3,Superior Completo,SIM,Não,Conservador
9681,6274,m,3,Pós graduado,Não,SIM,Conservador
5407,5025,n,5,Superior Completo,SIM,Não,Conservador
1356,1092,m,4,Médio Completo,Não,Não,Não Investidor
15663,5288,f,3,Superior Completo,Não,SIM,Agressivo
4885,1792,m,3,Pós graduado,SIM,SIM,Conservador
10636,9806,m,2,Superior Completo,Não,SIM,Moderado
14487,7632,f,1,Pós graduado,SIM,Não,Moderado
14119,13674,f,2,Pós graduado,SIM,Não,Moderado
20096,7937,m,2,Pós graduado,Não,SIM,Agressivo
3555,2474,m,3,Fundamental Completo,SIM,SIM,Não Investidor
5991,1339,m,5,Pós graduado,SIM,Não,Conservador
4805,2722,m,5,Médio Incompleto,SIM,SIM,Não Investidor
19186,17438,f,0,Fundamental Completo,SIM,Não,Conservador
1266,1064,n,5,Fundamental Completo,SIM,Não,Não Investidor
15432,14900,m,1,Superior Completo,SIM,Não,Moderado
6703,3574,m,4,Superior Incompleto,SIM,SIM,Conservador
7575,6110,n,2,Superior Completo,Não,Não,Conservador
3244,983,f,2,Médio Completo,Não,Não,Conservador
22125,5736,f,0,Superior Completo,SIM,Não,Agressivo
9589,8656,m,1,Pós graduado,Não,SIM,Moderado
9912,7539,f,1,Pós graduado,SIM,SIM,Moderado
4836,3566,f,4,Médio Completo,Não,Não,Conservador
24579,6766,f,0,Superior Completo,Não,Não,Agressivo
3179,1464,f,4,Pós graduado,Não,SIM,Conservador
6596,1742,m,2,Superior Completo,SIM,Não,Conservador
21820,5575,n,0,Pós graduado,SIM,Não,Agressivo
1560,1464,m,3,Médio Incompleto,Não,SIM,Não Investidor
1788,1421,f,2,Superior Incompleto,SIM,Não,Não Investidor
10942,10732,m,2,Médio Incompleto,Não,SIM,Não Investidor
1531,1193,f,2,Superior Completo,SIM,Não,Conservador
7426,1936,m,5,Superior Completo,Não,SIM,Conservador
21501,8434,m,1,Superior Completo,SIM,SIM,Agressivo
15732,7893,m,1,Pós graduado,Não,SIM,Moderado
4140,2593,m,5,Fundamental Completo,SIM,SIM,Não Investidor
9436,9084,m,2,Superior Incompleto,Não,Não,Moderado
14477,9543,n,2,Pós graduado,Não,SIM,Moderado
1897,1679,m,4,Fundamental Incompleto,Não,SIM,Não Investidor
23000,6019,f,2,Superior Completo,SIM,SIM,Agressivo
8579,836,f,2,Superior Completo,Não,SIM,Conservador
2522,1497,m,4,Fundamental Incompleto,Não,Não,Não Investidor
7771,7697,f,4,Médio Completo,SIM,Não,Conservador
10886,8248,m,2,Superior Completo,Não,SIM,Moderado
3334,2897,m,4,Superior Incompleto,Não,SIM,Não Investidor
4252,3526,m,3,Fundamental Incompleto,SIM,Não,Não Investidor
1159,1087,f,2,Fundamental Completo,Não,Não,Não Investidor
1133,1073,f,4,Pós graduado,SIM,SIM,Não Investidor
2019,1853,f,2,Pós graduado,Não,Não,Conservador
14909,5322,n,1,Pós graduado,Não,Não,Moderado
14734,14355,m,1,Superior Completo,SIM,SIM,Moderado
1760,1630,f,2,Superior Incompleto,Não,Não,Não Investidor
8650,8119,m,1,Superior Incompleto,Não,SIM,Moderado
20196,6096,m,2,Superior Completo,Não,SIM,Agressivo
23915,7890,m,1,Superior Completo,Não,SIM,Agressivo
24245,14979,m,0,Pós graduado,SIM,SIM,Não Investidor
8674,6013,m,4,Médio Completo,SIM,SIM,Conservador
15069,12466,f,5,Fundamental Incompleto,Não,SIM,Não Investidor
22611,9349,n,2,Pós graduado,Não,SIM,Agressivo
3519,2866,f,5,Pós graduado,Não,SIM,Conservador
3083,2333,f,2,Médio Completo,SIM,SIM,Não Investidor
12316,10593,m,2,Pós graduado,SIM,Não,Moderado
11972,8786,m,2,Superior Completo,SIM,SIM,Moderado
14784,11248,m,1,Superior Incompleto,SIM,Não,Moderado
21176,5418,m,2,Superior Completo,Não,SIM,Agressivo
9619,8969,n,2,Superior Completo,Não,SIM,Moderado
18352,6832,f,1,Pós graduado,Não,Não,Agressivo
23702,7736,m,0,Superior Completo,SIM,Não,Agressivo
6670,4528,f,5,Superior Incompleto,SIM,Não,Conservador
11391,8667,f,1,Superior Completo,SIM,SIM,Moderado
22332,5990,f,3,Superior Completo,SIM,Não,Agressivo
24585,7708,m,3,Pós graduado,SIM,SIM,Agressivo
1090,1017,m,3,Fundamental Incompleto,Não,Não,Não Investidor
11859,6729,m,1,Superior Incompleto,SIM,Não,Moderado
2558,1226,f,5,Médio Completo,SIM,Não,Não Investidor
4042,2358,m,2,Médio Completo,SIM,Não,Não Investidor
6396,5452,n,3,Superior Completo,SIM,SIM,Conservador
23771,7836,f,0,Superior Completo,Não,Não,Agressivo
15416,6520,m,1,Superior Incompleto,SIM,SIM,Moderado
4035,2760,f,5,Superior Incompleto,SIM,Não,Não Investidor
2181,1239,f,3,Superior Completo,SIM,SIM,Conservador
16758,13557,m,1,Pós graduado,Não,SIM,Moderado
3829,2772,m,3,Fundamental Completo,Não,SIM,Não Investidor
22814,8102,m,3,Pós graduado,SIM,SIM,Agressivo
3617,2580,m,4,Médio Completo,SIM,SIM,Não Investidor
12721,5198,m,2,Superior Completo,Não,SIM,Moderado
18617,7172,n,1,Pós graduado,Não,Não,Agressivo
4226,1094,m,4,Superior Completo,SIM,Não,Conservador
2673,2636,m,3,Fundamental Incompleto,Não,Não,Não Investidor
16889,6498,m,3,Pós graduado,SIM,Não,Agressivo
1337,1108,m,5,Superior Incompleto,SIM,Não,Não Investidor
8956,2010,n,2,Superior Completo,Não,SIM,Conservador
24553,6845,n,0,Superior Completo,SIM,Não,Agressivo
16180,5981,n,2,Pós graduado,SIM,SIM,Agressivo
21544,8405,m,1,Superior Completo,Não,SIM,Agressivo
3339,972,m,3,Superior Completo,SIM,Não,Conservador
12202,12003,f,1,Pós graduado,Não,SIM,Moderado
9181,6374,n,1,Superior Incompleto,SIM,Não,Moderado
18361,9982,n,3,Pós graduado,SIM,SIM,Agressivo
17695,8472,f,2,Pós graduado,Não,SIM,Agressivo
23562,7508,n,1,Superior Completo,SIM,SIM,Agressivo
13987,11152,n,2,Pós graduado,Não,SIM,Moderado
3202,2232,f,2,Fundamental Incompleto,Não,Não,Não Investidor
1471,1412,f,3,Fundamental Incompleto,SIM,SIM,Não Investidor
2905,1727,m,2,Fundamental Incompleto,Não,Não,Não Investidor
2209,1544,m,5,Superior Incompleto,Não,Não,Conservador
16536,7644,f,3,Superior Completo,Não,Não,Agressivo
2545,1489,f,5,Fundamental Completo,Não,Não,Não Investidor
4589,2872,f,2,Superior Incompleto,SIM,SIM,Conservador
3684,1009,f,2,Fundamental Incompleto,SIM,SIM,Não Investidor
15404,7269,f,3,Superior Completo,Não,SIM,Agressivo
21578,9194,f,1,Pós graduado,SIM,SIM,Agressivo
1311,1278,m,3,Pós graduado,Não,SIM,Conservador
2944,1197,f,2,Fundamental Completo,SIM,Não,Não Investidor
9251,5789,f,5,Fundamental Incompleto,SIM,Não,Não Investidor
10159,9157,f,1,Superior Completo,Não,Não,Moderado
1883,1094,m,5,Superior Incompleto,SIM,SIM,Não Investidor
11099,10065,m,2,Pós graduado,Não,Não,Moderado
16649,6179,m,1,Pós graduado,SIM,Não,Moderado
22068,9326,m,3,Pós graduado,Não,SIM,Agressivo
9188,8165,f,1,Pós graduado,Não,SIM,Moderado
24613,8051,m,0,Pós graduado,Não,Não,Agressivo
4704,3222,n,2,Médio Completo,SIM,Não,Não Investidor
3094,1246,f,5,Fundamental Incompleto,SIM,Não,Não Investidor
14046,1598,m,5,Superior Incompleto,SIM,SIM,Não Investidor
18296,7729,n,1,Superior Completo,Não,SIM,Agressivo
2909,1148,m,2,Superior Incompleto,SIM,SIM,Não Investidor
1379,992,m,4,Pós graduado,Não,SIM,Conservador
10391,8250,m,1,Pós graduado,Não,SIM,Moderado
6761,5820,n,5,Pós graduado,SIM,SIM,Conservador
2839,1996,m,4,Médio Incompleto,SIM,Não,Não Investidor
3896,3594,m,4,Médio Completo,Não,SIM,Conservador
17016,7109,f,1,Superior Completo,SIM,Não,Agressivo
7038,3884,m,4,Superior Completo,SIM,SIM,Conservador
19317,6099,f,3,Pós graduado,SIM,Não,Agressivo
8493,7714,n,3,Superior Incompleto,Não,Não,Conservador
19809,7848,n,2,Pós graduado,Não,Não,Agressivo
4983,1627,m,3,Superior Incompleto,Não,Não,Conservador
8409,6217,m,1,Superior Completo,Não,SIM,Moderado
4091,3736,m,3,Superior Incompleto,SIM,SIM,Não Investidor
1358,1218,f,4,Superior Incompleto,Não,Não,Não Investidor
7877,1642,f,3,Pós graduado,SIM,Não,Conservador
4680,3743,f,5,Médio Incompleto,Não,SIM,Não Investidor
9383,7249,m,2,Superior Incompleto,SIM,Não,Moderado
4263,3984,m,3,Pós graduado,Não,Não,Conservador
3940,3814,f,4,Médio Completo,SIM,SIM,Não Investidor
1316,1227,m,5,Pós graduado,Não,SIM,Conservador
8996,6972,f,2,Superior Incompleto,Não,SIM,Conservador
19362,9482,m,5,Superior Incompleto,Não,Não,Conservador
12371,9745,m,1,Superior Incompleto,SIM,SIM,Moderado
13298,8774,f,2,Superior Completo,SIM,SIM,Moderado
9921,1518,f,2,Médio Completo,Não,Não,Conservador
1098,1065,m,4,Fundamental Completo,SIM,Não,Não Investidor
5031,2503,f,4,Médio Incompleto,Não,SIM,Moderado
16513,13962,n,1,Superior Completo,SIM,Não,Moderado
1486,1006,f,3,Superior Completo,Não,Não,Conservador
2372,1424,m,4,Superior Incompleto,Não,Não,Não Investidor
11674,6675,m,1,Superior Completo,SIM,SIM,Moderado
8157,4560,f,5,Superior Completo,Não,Não,Conservador
20200,9587,m,0,Superior Completo,SIM,SIM,Agressivo
8016,5794,f,4,Superior Completo,SIM,Não,Conservador
10002,8374,f,1,Pós graduado,SIM,Não,Moderado
23838,8724,f,1,Pós graduado,SIM,SIM,Agressivo
6209,3136,f,3,Superior Incompleto,Não,SIM,Conservador
20954,8783,m,2,Superior Completo,Não,Não,Agressivo
10869,6384,m,1,Superior Completo,SIM,Não,Moderado
7394,7320,n,2,Médio Completo,SIM,Não,Conservador
13389,11874,f,2,Superior Incompleto,SIM,SIM,Moderado
1562,1351,m,4,Médio Completo,Não,Não,Conservador
11479,6046,n,2,Superior Completo,Não,Não,Moderado
9122,6210,f,5,Superior Completo,SIM,SIM,Conservador
24915,9164,m,0,Pós graduado,Não,SIM,Agressivo
16667,7296,f,1,Pós graduado,SIM,Não,Agressivo
1200,917,f,5,Médio Completo,Não,SIM,Conservador
23396,7709,m,1,Pós graduado,Não,SIM,Agressivo
15780,6974,m,1,Pós graduado,SIM,SIM,Moderado
3640,1739,f,4,Médio Completo,SIM,SIM,Não Investidor
16488,7417,f,2,Pós graduado,Não,Não,Agressivo
19831,5162,f,3,Superior Completo,SIM,Não,Agressivo
3851,3255,f,5,Fundamental Completo,SIM,Não,Não Investidor
16116,9999,m,3,Superior Completo,Não,Não,Agressivo
12774,8477,f,1,Superior Incompleto,SIM,SIM,Moderado
4283,1154,m,2,Médio Incompleto,Não,Não,Não Investidor
8250,1125,m,5,Pós graduado,SIM,Não,Conservador
24310,8152,f,3,Superior Completo,Não,Não,Agressivo
9589,6466,m,2,Superior Incompleto,SIM,Não,Moderado
17405,6937,m,0,Pós graduado,SIM,Não,Agressivo
15468,13354,n,1,Pós graduado,Não,SIM,Moderado
2844,1139,m,2,Superior Incompleto,Não,SIM,Não Investidor
4377,4018,f,5,Médio Completo,SIM,Não,Não Investidor
4120,1340,m,2,Fundamental Completo,SIM,Não,Não Investidor
4393,2606,m,4,Superior Completo,Não,Não,Conservador
1477,1079,f,3,Fundamental Completo,Não,Não,Não Investidor
3610,2263,m,3,Superior Incompleto,SIM,SIM,Conservador
11419,11165,f,1,Superior Incompleto,Não,Não,Moderado
4010,2573,m,5,Superior Incompleto,SIM,Não,Não Investidor
20718,6516,f,3,Pós graduado,SIM,SIM,Agressivo
23008,6105,n,0,Superior Completo,Não,Não,Agressivo
9267,9056,f,2,Superior Completo,Não,SIM,Moderado
4575,1431,n,2,Pós graduado,Não,Não,Conservador
17038,8677,f,3,Pós graduado,SIM,Não,Agressivo
20963,9112,m,2,Pós graduado,SIM,Não,Agressivo
2366,2267,m,3,Médio Incompleto,SIM,Não,Não Investidor
6696,4828,m,1,Médio Completo,SIM,Não,Conservador
7083,5410,f,5,Pós graduado,Não,Não,Conservador
23610,8308,f,0,Pós graduado,SIM,Não,Agressivo
1417,1111,f,3,Fundamental Completo,Não,SIM,Não Investidor
6509,2242,m,4,Pós graduado,SIM,Não,Conservador
11985,9660,m,2,Superior Completo,SIM,Não,Moderado
16897,12984,m,1,Pós graduado,Não,Não,Moderado
5947,2458,m,2,Pós graduado,Não,SIM,Conservador
23982,7044,n,1,Pós graduado,SIM,Não,Agressivo
12113,6767,n,1,Superior Incompleto,SIM,SIM,Moderado
24748,7116,m,1,Pós graduado,Não,SIM,Agressivo
21907,5205,m,3,Superior Completo,SIM,Não,Agressivo
3820,1512,f,4,Médio Incompleto,Não,Não,Não Investidor
2480,1310,m,2,Fundamental Incompleto,Não,Não,Não Investidor
19461,8107,m,0,Superior Completo,Não,Não,Agressivo
1127,985,m,5,Superior Incompleto,Não,SIM,Conservador
18703,8745,f,3,Pós graduado,Não,Não,Agressivo
16371,13816,n,2,Superior Incompleto,SIM,SIM,Moderado
1665,1523,m,2,Médio Completo,Não,Não,Conservador
14805,10796,f,2,Pós graduado,SIM,Não,Moderado
18370,8354,f,3,Pós graduado,SIM,Não,Agressivo
8973,6920,n,3,Médio Completo,SIM,SIM,Conservador
8494,1842,m,3,Médio Completo,SIM,SIM,Conservador
5614,4876,n,4,Pós graduado,Não,SIM,Conservador
23369,9635,m,0,Pós graduado,SIM,SIM,Agressivo
4632,3167,m,4,Superior Incompleto,Não,Não,Não Investidor
9319,7778,m,2,Superior Completo,SIM,Não,Conservador
15950,5194,n,2,Superior Completo,SIM,Não,Agressivo
11784,9013,f,2,Pós graduado,Não,SIM,Moderado
10157,8041,f,2,Superior Incompleto,SIM,Não,Moderado
1005,998,m,3,Médio Incompleto,SIM,Não,Não Investidor
9108,5659,f,1,Pós graduado,Não,Não,Moderado
8653,1196,f,5,Pós graduado,Não,Não,Conservador
1813,1346,m,3,Médio Completo,SIM,SIM,Não Investidor
24175,5224,f,2,Superior Completo,SIM,SIM,Agressivo
14655,10574,m,2,Pós graduado,SIM,Não,Moderado
12869,9629,m,2,Superior Incompleto,Não,SIM,Moderado
14087,6137,f,1,Superior Completo,SIM,SIM,Moderado
8279,7920,m,2,Pós graduado,Não,SIM,Moderado
2578,1773,f,4,Médio Completo,Não,SIM,Conservador
4276,3406,m,4,Superior Incompleto,SIM,SIM,Não Investidor
20991,5201,n,2,Pós graduado,Não,Não,Agressivo
8044,2345,f,4,Superior Incompleto,SIM,SIM,Conservador
4201,1542,n,4,Fundamental Incompleto,Não,SIM,Não Investidor
5112,2441,f,4,Pós graduado,SIM,SIM,Conservador
3342,1915,f,1,Médio Incompleto,SIM,Não,Moderado
14935,13076,f,2,Superior Completo,SIM,SIM,Moderado
2517,1888,m,3,Superior Incompleto,Não,Não,Não Investidor
19408,5985,f,1,Pós graduado,Não,SIM,Agressivo
3663,2019,f,3,Fundamental Incompleto,Não,SIM,Não Investidor
8929,3204,m,5,Médio Completo,Não,Não,Conservador
8178,7029,f,3,Superior Incompleto,Não,Não,Conservador
10842,9840,m,1,Superior Incompleto,Não,Não,Moderado
5527,4105,n,2,Superior Completo,Não,Não,Conservador
15751,8858,n,1,Superior Incompleto,SIM,Não,Moderado
3611,3462,f,4,Superior Incompleto,SIM,SIM,Conservador
9442,5305,m,3,Superior Completo,Não,Não,Conservador
2920,2490,n,2,Fundamental Incompleto,SIM,SIM,Não Investidor
14932,14313,f,1,Superior Incompleto,SIM,SIM,Moderado
14038,8792,f,2,Pós graduado,SIM,SIM,Moderado
8915,4047,m,4,Pós graduado,SIM,SIM,Conservador
8254,6931,f,2,Superior Incompleto,Não,Não,Moderado
2512,1186,m,5,Fundamental Completo,SIM,SIM,Não Investidor
20992,9586,m,2,Superior Completo,Não,SIM,Agressivo
7498,7334,m,2,Superior Completo,SIM,Não,Conservador
3417,3294,f,4,Médio Incompleto,SIM,SIM,Não Investidor
15378,7494,f,0,Superior Completo,Não,Não,Agressivo
4259,1422,f,3,Pós graduado,Não,Não,Conservador
4707,2517,m,3,Médio Completo,SIM,SIM,Conservador
14247,5685,m,2,Pós graduado,Não,Não,Moderado
8403,8187,f,2,Superior Completo,Não,SIM,Conservador
10811,5327,f,1,Pós graduado,Não,Não,Moderado
3191,1734,m,2,Fundamental Incompleto,SIM,Não,Não Investidor
18728,9301,f,2,Superior Completo,SIM,SIM,Agressivo
14989,13654,m,2,Superior Completo,SIM,SIM,Moderado
4570,3217,m,4,Médio Completo,SIM,Não,Conservador
11099,5577,m,2,Superior Completo,SIM,SIM,Moderado
2382,2180,m,5,Fundamental Completo,SIM,SIM,Não Investidor
6068,4526,f,4,Superior Incompleto,SIM,SIM,Conservador
2507,2111,m,4,Superior Completo,Não,Não,Conservador
9515,8858,f,4,Médio Completo,Não,SIM,Conservador
1602,1492,m,2,Fundamental Completo,Não,Não,Não Investidor
7833,6569,m,5,Superior Completo,Não,SIM,Conservador
8915,2105,m,5,Superior Incompleto,Não,SIM,Conservador
1738,1714,m,3,Médio Completo,SIM,Não,Conservador
21324,9942,m,2,Pós graduado,Não,SIM,Agressivo
4267,2835,m,3,Médio Completo,SIM,SIM,Não Investidor
2622,2095,m,2,Superior Incompleto,Não,Não,Não Investidor
22202,6841,f,2,Superior Completo,Não,SIM,Agressivo
3275,1544,f,3,Superior Incompleto,Não,Não,Não Investidor
15292,6002,f,2,Superior Incompleto,Não,Não,Moderado
12968,11742,m,1,Superior Incompleto,Não,SIM,Moderado
11994,7620,m,1,Superior Incompleto,Não,Não,Moderado
1029,896,m,5,Médio Completo,SIM,SIM,Conservador
1567,1378,m,4,Médio Completo,Não,SIM,Não Investidor
21432,8571,m,0,Superior Completo,Não,SIM,Agressivo
2469,1269,f,5,Pós graduado,Não,Não,Conservador
21478,8462,m,0,Superior Completo,SIM,Não,Agressivo
18084,3074,f,0,Pós graduado,Não,SIM,Moderado
3121,903,f,2,Superior Completo,Não,SIM,Conservador
3944,2367,n,0,Fundamental Completo,SIM,Não,Moderado
24522,6793,f,3,Pós graduado,SIM,Não,Agressivo
4598,1046,m,3,Superior Incompleto,Não,Não,Não Investidor
8340,3133,f,2,Médio Completo,Não,SIM,Conservador
13449,6490,m,1,Superior Incompleto,Não,Não,Moderado
13743,7665,f,1,Superior Incompleto,SIM,Não,Moderado
8560,6881,m,3,Superior Incompleto,SIM,SIM,Conservador
5129,1580,m,3,Médio Completo,Não,SIM,Conservador
4178,2987,m,2,Médio Completo,SIM,Não,Não Investidor
21110,9290,m,2,Pós graduado,Não,SIM,Agressivo
22289,6803,f,2,Superior Completo,Não,SIM,Agressivo
21353,5149,m,2,Superior Completo,Não,Não,Agressivo
23434,5153,f,3,Superior Completo,SIM,SIM,Agressivo
9102,8800,f,1,Pós graduado,Não,Não,Moderado
4041,2113,m,4,Fundamental Completo,SIM,Não,Não Investidor
12919,12330,m,1,Superior Incompleto,Não,SIM,Moderado
4599,2020,m,2,Superior Incompleto,SIM,Não,Conservador
12004,5529,m,2,Superior Incompleto,Não,SIM,Moderado
12261,8374,m,1,Superior Completo,SIM,Não,Moderado
4964,4681,n,5,Médio Completo,SIM,Não,Conservador
3658,3544,m,4,Médio Incompleto,SIM,SIM,Não Investidor
1141,1052,m,3,Médio Incompleto,Não,Não,Não Investidor
13505,7332,m,2,Superior Completo,SIM,SIM,Moderado
7628,7118,m,4,Pós graduado,Não,SIM,Conservador
10939,7820,f,2,Pós graduado,SIM,Não,Moderado
15740,6719,m,3,Superior Completo,SIM,Não,Agressivo
995,995,f,4,Superior Incompleto,SIM,Não,Não Investidor
16549,9315,f,2,Superior Incompleto,Não,SIM,Moderado
10563,7416,f,1,Superior Completo,Não,Não,Moderado
3962,3572,m,4,Fundamental Completo,SIM,Não,Não Investidor
21524,8042,m,1,Pós graduado,Não,Não,Agressivo
13433,6691,f,1,Superior Completo,Não,Não,Moderado
24370,6195,f,0,Superior Completo,Não,SIM,Agressivo
4553,2872,f,5,Médio Completo,SIM,Não,Conservador
4934,4865,n,4,Fundamental Incompleto,SIM,SIM,Não Investidor
2524,2515,n,4,Superior Incompleto,SIM,SIM,Não Investidor
6083,1615,f,2,Superior Completo,SIM,SIM,Conservador
8682,1861,f,5,Médio Completo,Não,SIM,Conservador
14667,8766,m,1,Superior Incompleto,SIM,SIM,Moderado
16720,7564,f,2,Superior Completo,SIM,SIM,Moderado
9774,7381,n,4,Superior Completo,SIM,SIM,Conservador
5552,1245,f,2,Médio Completo,Não,SIM,Conservador
23840,6466,n,2,Superior Completo,Não,Não,Agressivo
3374,1120,m,4,Pós graduado,SIM,SIM,Conservador
1129,880,m,3,Superior Incompleto,SIM,SIM,Conservador
8497,5924,f,1,Superior Completo,Não,Não,Moderado
5136,4217,f,4,Médio Completo,Não,SIM,Conservador
14404,5437,n,2,Pós graduado,Não,SIM,Moderado
9635,8894,m,1,Superior Completo,Não,SIM,Moderado
2888,1721,n,4,Superior Incompleto,SIM,Não,Não Investidor
15157,6942,m,0,Pós graduado,Não,SIM,Agressivo
16294,5144,m,0,Superior Completo,SIM,SIM,Agressivo
2367,1646,f,5,Fundamental Incompleto,SIM,SIM,Não Investidor
22508,6151,m,3,Superior Completo,SIM,SIM,Agressivo
11092,7996,m,2,Superior Completo,Não,Não,Moderado
3167,1526,m,4,Superior Completo,Não,Não,Conservador
16965,8629,m,2,Superior Completo,Não,Não,Agressivo
15641,15345,m,1,Superior Completo,Não,Não,Moderado
1356,1273,m,2,Superior Incompleto,SIM,SIM,Não Investidor
22630,9350,n,2,Superior Completo,SIM,SIM,Agressivo
9879,2045,m,4,Pós graduado,SIM,Não,Conservador
3657,3620,m,3,Superior Incompleto,Não,SIM,Conservador
3610,1890,f,4,Médio Completo,SIM,SIM,Conservador
1001,925,m,2,Pós graduado,SIM,SIM,Conservador
7535,5109,f,1,Médio Completo,Não,Não,Não Investidor
23674,6892,f,2,Superior Completo,SIM,Não,Agressivo
3275,1969,n,5,Fundamental Completo,Não,Não,Não Investidor
3989,3631,f,4,Superior Incompleto,SIM,Não,Não Investidor
11574,7828,m,1,Pós graduado,Não,Não,Moderado
22562,6940,m,1,Superior Completo,SIM,SIM,Agressivo
1346,1299,m,1,Superior Incompleto,SIM,Não,Moderado
3967,1794,m,5,Médio Completo,Não,SIM,Conservador
8663,8312,f,5,Pós graduado,Não,SIM,Conservador
15390,7212,n,2,Pós graduado,SIM,SIM,Moderado
8202,5661,f,1,Superior Incompleto,Não,SIM,Moderado
11525,5029,m,1,Superior Completo,Não,SIM,Moderado
23465,6275,m,2,Superior Completo,SIM,Não,Agressivo
11621,7698,f,2,Pós graduado,Não,SIM,Moderado
24439,9494,m,3,Superior Completo,SIM,SIM,Agressivo
4533,3435,m,2,Médio Incompleto,Não,Não,Não Investidor
1980,1833,f,4,Médio Completo,Não,Não,Não Investidor
3566,2379,m,3,Superior Incompleto,SIM,SIM,Conservador
9543,5653,m,0,Médio Completo,SIM,Não,Moderado
15290,5672,m,3,Superior Completo,SIM,SIM,Agressivo
8614,5093,m,2,Pós graduado,SIM,SIM,Moderado
8134,7605,m,3,Superior Incompleto,SIM,Não,Conservador
10233,7312,f,1,Superior Incompleto,SIM,SIM,Moderado
7703,5215,m,5,Médio Completo,Não,SIM,Conservador
10044,8445,m,2,Superior Incompleto,Não,SIM,Moderado
8504,4639,f,5,Superior Completo,SIM,SIM,Conservador
1624,1039,m,5,Médio Incompleto,SIM,Não,Não Investidor
8299,7097,f,2,Superior Incompleto,Não,Não,Moderado
24140,7423,n,3,Superior Completo,SIM,SIM,Agressivo
1240,969,f,4,Superior Incompleto,Não,SIM,Conservador
19224,5154,m,3,Pós graduado,SIM,Não,Agressivo
15864,8334,m,1,Superior Completo,SIM,SIM,Moderado
3274,3158,f,3,Médio Completo,SIM,Não,Não Investidor
16027,6996,f,2,Pós graduado,Não,Não,Moderado
6202,1586,f,4,Superior Incompleto,Não,SIM,Conservador
16221,13712,m,1,Pós graduado,SIM,Não,Moderado
5801,5006,f,2,Médio Completo,SIM,Não,Conservador
3763,1512,f,3,Fundamental Incompleto,SIM,Não,Não Investidor
16534,5072,m,2,Pós graduado,SIM,SIM,Moderado
6791,6347,f,1,Pós graduado,Não,Não,Agressivo
2535,1250,m,4,Superior Completo,SIM,SIM,Conservador
9676,2828,m,5,Superior Incompleto,SIM,SIM,Conservador
15357,10351,m,1,Superior Completo,Não,SIM,Moderado
1174,1099,f,3,Médio Completo,Não,Não,Não Investidor
3476,1805,m,3,Médio Incompleto,Não,Não,Não Investidor
2703,2527,f,4,Médio Completo,Não,SIM,Não Investidor
1170,1170,f,3,Superior Completo,SIM,SIM,Conservador
8650,6613,m,1,Superior Completo,SIM,SIM,Moderado
16585,7902,m,1,Pós graduado,Não,SIM,Moderado
8060,7456,m,2,Superior Incompleto,Não,Não,Moderado
4964,4465,f,5,Superior Incompleto,SIM,Não,Conservador
4030,1643,m,4,Médio Incompleto,Não,Não,Não Investidor
18749,5996,m,1,Superior Completo,Não,Não,Agressivo
4729,1822,m,5,Fundamental Incompleto,SIM,Não,Não Investidor
3433,2933,m,2,Médio Completo,SIM,SIM,Conservador
16958,5795,m,2,Superior Incompleto,SIM,SIM,Moderado
15003,11677,m,2,Superior Completo,Não,Não,Moderado
15221,6406,f,1,Superior Completo,Não,Não,Moderado
10928,6016,n,1,Pós graduado,SIM,SIM,Moderado
3663,1873,f,2,Superior Completo,SIM,Não,Conservador
2384,2068,m,4,Fundamental Completo,Não,SIM,Não Investidor
4488,2142,m,2,Médio Incompleto,SIM,Não,Não Investidor
